Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
btc.anc,6750,1837,966,6106,0.4032,0.3972,0.5897,0.1431,0.2034
btn.anc,6750,1837,887,6269,0.3683,0.3615,0.5379,0.1314,0.1720
bnc.anc,6750,1837,807,6348,0.3263,0.3104,0.5041,0.1196,0.1512
atc.anc,6750,1837,894,6231,0.3701,0.3600,0.5501,0.1324,0.1776
atn.anc,6750,1837,875,6209,0.3866,0.3755,0.5412,0.1296,0.1815
anc.anc,6750,1837,717,6462,0.2857,0.2740,0.4527,0.1062,0.1248
ann.anc,6750,1837,730,6513,0.2869,0.2719,0.4441,0.1081,0.1339
nnn.ann,6750,1837,194,6750,0.0475,0.0417,0.1128,0.0287,0.0287
nnc.ann,6750,1837,730,6485,0.2983,0.2843,0.4511,0.1081,0.1288
ntc.ann,6750,1837,967,6251,0.4078,0.3995,0.5743,0.1433,0.1864
ntn.ann,6750,1837,688,6573,0.2249,0.2111,0.4171,0.1019,0.1126
lnn.ann,6750,1837,537,6655,0.1739,0.1586,0.3169,0.0796,0.0863
ltn.ann,6750,1837,879,6326,0.3600,0.3535,0.5318,0.1302,0.1661
ltc.ann,6750,1837,997,6065,0.4232,0.4166,0.6012,0.1477,0.2097
lnc.ann,6750,1837,830,6324,0.3393,0.3248,0.5179,0.1230,0.1579
bnn.ann,6750,1837,626,6599,0.2224,0.2071,0.3728,0.0927,0.1073
btc.ann,6750,1837,966,6106,0.4032,0.3972,0.5897,0.1431,0.2034
btn.ann,6750,1837,887,6269,0.3683,0.3615,0.5379,0.1314,0.1720
bnc.ann,6750,1837,807,6348,0.3263,0.3104,0.5041,0.1196,0.1512
atc.ann,6750,1837,894,6231,0.3701,0.3600,0.5501,0.1324,0.1776
atn.ann,6750,1837,875,6209,0.3866,0.3755,0.5412,0.1296,0.1815
anc.ann,6750,1837,717,6462,0.2857,0.2740,0.4527,0.1062,0.1248
ann.ann,6750,1837,730,6513,0.2870,0.2720,0.4445,0.1081,0.1339
